"","eciv","lenm","facexp"
"4349","Concubino/a","Castellano",267.040954589844
"4350","Concubino/a","Castellano",267.040954589844
"4354","Casado/a","Castellano",267.040954589844
"4355","Casado/a","Castellano",267.040954589844
"4356","Casado/a","Castellano",267.040954589844
"4358","Separado/a","Castellano",267.040954589844
"4359","Separado/a","Castellano",267.040954589844
"4360","Soltero/a","Castellano",267.040954589844
"4361","Separado/a","Castellano",267.040954589844
"4364","Casado/a","Castellano",267.040954589844
"4365","Casado/a","Castellano",267.040954589844
"4368","Casado/a","Castellano",267.040954589844
"4369","Casado/a","Castellano",267.040954589844
"4370","Casado/a","Castellano",267.040954589844
"4371","Casado/a","Castellano",267.040954589844
"4373","Casado/a","Castellano",267.040954589844
"4374","Soltero/a","Castellano",267.040954589844
"4375","Soltero/a","Castellano",267.040954589844
"4376","Soltero/a","Castellano",267.040954589844
"4377","Casado/a","Castellano",267.040954589844
"4378","Casado/a","Castellano",267.040954589844
"4379","Soltero/a","Castellano",267.040954589844
"4380","Soltero/a","Castellano",267.040954589844
"4381","Viudo/a","Castellano",267.040954589844
"4382","Casado/a","Castellano",267.040954589844
"4383","Casado/a","Castellano",267.040954589844
"4384","Concubino/a","Castellano",267.040954589844
"4385","Concubino/a","Castellano",267.040954589844
"4387","Casado/a","Castellano",267.040954589844
"4388","Casado/a","Castellano",267.040954589844
"4389","Soltero/a","Castellano",267.040954589844
"4390","Viudo/a","Aymara",267.040954589844
"4391","Casado/a","Castellano",267.040954589844
"4392","Casado/a","Castellano",267.040954589844
"4393","Soltero/a","Castellano",267.040954589844
"4394","Soltero/a","Castellano",267.040954589844
"4395","Separado/a","Quechua",267.040954589844
"4396","Soltero/a","Castellano",267.040954589844
"4397","Soltero/a","Castellano",267.040954589844
"4398","Separado/a","Castellano",267.040954589844
"4399","Soltero/a","Castellano",267.040954589844
"4400","Soltero/a","Castellano",267.040954589844
"4401","Viudo/a","Quechua",267.040954589844
"4402","Viudo/a","Castellano",267.040954589844
"4403","Concubino/a","Castellano",267.040954589844
"4404","Concubino/a","Castellano",267.040954589844
"4405","Soltero/a","Castellano",267.040954589844
"4408","Soltero/a","Castellano",267.040954589844
"4409","Viudo/a","Castellano",267.040954589844
"4410","Divorciado/a","Castellano",267.040954589844
"4411","Viudo/a","Castellano",267.040954589844
"4412","Concubino/a","Castellano",267.040954589844
"4413","Concubino/a","Castellano",267.040954589844
"4414","Soltero/a","Castellano",267.040954589844
"4415","Divorciado/a","Extranjero",267.040954589844
"4416","Soltero/a","Castellano",267.040954589844
"4417","Soltero/a","Castellano",267.040954589844
"4418","Casado/a","Castellano",267.040954589844
"4419","Casado/a","Castellano",267.040954589844
"4420","Soltero/a","Castellano",267.040954589844
"4421","Casado/a","Castellano",267.040954589844
"4422","Casado/a","Castellano",267.040954589844
"4423","Casado/a","Castellano",267.040954589844
"4424","Casado/a","Castellano",267.040954589844
"4425","Soltero/a","Castellano",267.040954589844
"4426","Casado/a","Castellano",267.040954589844
"4427","Casado/a","Castellano",267.040954589844
"4428","Divorciado/a","Castellano",267.040954589844
"4429","Soltero/a","Castellano",267.040954589844
"4430","Soltero/a","Castellano",267.040954589844
"4431","Soltero/a","Castellano",267.040954589844
"4432","Viudo/a","Castellano",267.040954589844
"4433","Soltero/a","Castellano",267.040954589844
"4434","Divorciado/a","Castellano",267.040954589844
"4435","Soltero/a","Castellano",267.040954589844
"4436","Soltero/a","Castellano",267.040954589844
"4437","Soltero/a","Castellano",267.040954589844
"4439","Soltero/a","Castellano",267.040954589844
"4440","Divorciado/a","Castellano",267.040954589844
"4441","Soltero/a","Castellano",267.040954589844
"4442","Soltero/a","Castellano",267.040954589844
"4443","Soltero/a","Castellano",267.040954589844
"4444","Casado/a","Castellano",267.040954589844
"4445","Casado/a","Castellano",267.040954589844
"4446","Soltero/a","Castellano",267.040954589844
"4447","Soltero/a","Castellano",267.040954589844
"4448","Viudo/a","Castellano",267.040954589844
"4449","Soltero/a","Castellano",267.040954589844
"4450","Soltero/a","Castellano",267.040954589844
"4451","Soltero/a","Castellano",267.040954589844
"4452","Divorciado/a","Castellano",267.040954589844
"4453","Casado/a","Castellano",267.040954589844
"4454","Casado/a","Castellano",267.040954589844
"4455","Soltero/a","Castellano",267.040954589844
"4456","Soltero/a","Castellano",267.040954589844
"4457","Soltero/a","Castellano",267.040954589844
"4458","Soltero/a","Castellano",267.040954589844
"4459","Casado/a","Castellano",267.040954589844
"4460","Casado/a","Castellano",267.040954589844
"4461","Casado/a","Castellano",267.040954589844
"4462","Casado/a","Castellano",267.040954589844
"4463","Soltero/a","Castellano",267.040954589844
"4466","Casado/a","Castellano",267.040954589844
"4467","Casado/a","Castellano",267.040954589844
"4468","Soltero/a","Castellano",267.040954589844
"4469","Soltero/a","Castellano",267.040954589844
"4470","Casado/a","Castellano",267.040954589844
"4471","Casado/a","Castellano",267.040954589844
"4473","Concubino/a","Castellano",267.040954589844
"4474","Concubino/a","Castellano",267.040954589844
"4475","Soltero/a","Castellano",267.040954589844
"4477","Viudo/a","Castellano",267.040954589844
"4478","Soltero/a","Castellano",267.040954589844
"4479","Soltero/a","Castellano",267.040954589844
"4480","Casado/a","Castellano",267.040954589844
"4481","Casado/a","Castellano",267.040954589844
"4482","Separado/a","Castellano",267.040954589844
"4483","Soltero/a","Castellano",267.040954589844
"4484","Soltero/a","Castellano",267.040954589844
"4485","Soltero/a","Castellano",267.040954589844
"4486","Separado/a","Aymara",267.040954589844
"4487","Concubino/a","Castellano",267.040954589844
"4488","Concubino/a","Castellano",267.040954589844
"4489","Soltero/a","Castellano",267.040954589844
"4490","Soltero/a","Castellano",267.040954589844
"4491","Soltero/a","Castellano",267.040954589844
"4492","Soltero/a","Castellano",267.040954589844
"4493","Casado/a","Castellano",267.040954589844
"4494","Casado/a","Castellano",267.040954589844
"4495","Viudo/a","Castellano",267.040954589844
"4496","Separado/a","Castellano",267.040954589844
"4497","Soltero/a","Castellano",267.040954589844
"4498","Soltero/a","Castellano",267.040954589844
"4499","Casado/a","Castellano",267.040954589844
"4500","Casado/a","Castellano",267.040954589844
"4501","Soltero/a","Castellano",267.040954589844
"4502","Soltero/a","Castellano",267.040954589844
"4503","Divorciado/a","Castellano",267.040954589844
"4504","Soltero/a","Castellano",267.040954589844
"4505","Soltero/a","Castellano",267.040954589844
"4506","Soltero/a","Castellano",267.040954589844
"4508","Soltero/a","Castellano",267.040954589844
"4509","Casado/a","Castellano",267.040954589844
"4510","Casado/a","Castellano",267.040954589844
"4511","Casado/a","Castellano",267.040954589844
"4512","Casado/a","Castellano",267.040954589844
"4513","Soltero/a","Castellano",267.040954589844
"4514","Soltero/a","Castellano",267.040954589844
"4515","Casado/a","Aymara",267.040954589844
"4516","Casado/a","Castellano",267.040954589844
"4517","Casado/a","Castellano",267.040954589844
"4518","Casado/a","Castellano",267.040954589844
"4519","Soltero/a","Castellano",267.040954589844
"4520","Soltero/a","Castellano",267.040954589844
"4521","Soltero/a","Castellano",267.040954589844
"4522","Casado/a","Castellano",267.040954589844
"4523","Casado/a","Castellano",267.040954589844
"4524","Soltero/a","Castellano",267.040954589844
"4525","Casado/a","Castellano",267.040954589844
"4526","Casado/a","Castellano",267.040954589844
"4527","Viudo/a","Castellano",267.040954589844
"4528","Casado/a","Castellano",267.040954589844
"4529","Casado/a","Castellano",267.040954589844
"4532","Casado/a","Castellano",267.040954589844
"4533","Casado/a","Castellano",267.040954589844
"4534","Soltero/a","Castellano",267.040954589844
"4535","Separado/a","Castellano",267.040954589844
"4536","Soltero/a","Castellano",267.040954589844
"4537","Casado/a","Castellano",267.040954589844
"4538","Casado/a","Castellano",267.040954589844
"4539","Casado/a","Castellano",267.040954589844
"4540","Casado/a","Castellano",267.040954589844
"4541","Casado/a","Castellano",267.040954589844
"4542","Casado/a","Castellano",267.040954589844
"4543","Soltero/a","Castellano",267.040954589844
"4544","Soltero/a","Castellano",267.040954589844
"4545","Casado/a","Castellano",267.040954589844
"4546","Casado/a","Castellano",267.040954589844
"4547","Soltero/a","Castellano",267.040954589844
"4548","Soltero/a","Castellano",267.040954589844
"4549","Soltero/a","Castellano",267.040954589844
"4550","Divorciado/a","Castellano",267.040954589844
"4551","Soltero/a","Castellano",267.040954589844
"4553","Casado/a","Castellano",267.040954589844
"4554","Casado/a","Castellano",267.040954589844
"4555","Casado/a","Castellano",267.040954589844
"4556","Casado/a","Castellano",267.040954589844
"4557","Casado/a","Castellano",267.040954589844
"4558","Casado/a","Castellano",267.040954589844
"4559","Viudo/a","Castellano",267.040954589844
"4560","Separado/a","Castellano",267.040954589844
"4562","Viudo/a","Castellano",267.040954589844
"4563","Soltero/a","Castellano",267.040954589844
"4564","Soltero/a","Castellano",267.040954589844
"4565","Soltero/a","Castellano",267.040954589844
"4566","Soltero/a","Castellano",267.040954589844
"4567","Viudo/a","Quechua",267.040954589844
"4568","Separado/a","Castellano",267.040954589844
"4569","Soltero/a","Castellano",267.040954589844
"4571","Divorciado/a","Castellano",267.040954589844
"4572","Soltero/a","Castellano",267.040954589844
"4573","Casado/a","Castellano",267.040954589844
"4574","Casado/a","Castellano",267.040954589844
"4575","Casado/a","Castellano",267.040954589844
"4576","Soltero/a","Castellano",267.040954589844
"4577","Soltero/a","Castellano",267.040954589844
"4578","Casado/a","Castellano",267.040954589844
"4579","Casado/a","Castellano",267.040954589844
"4580","Soltero/a","Castellano",267.040954589844
"4581","Casado/a","Castellano",267.040954589844
"4582","Casado/a","Castellano",267.040954589844
"4583","Soltero/a","Castellano",267.040954589844
"4584","Separado/a","Castellano",267.040954589844
"4585","Soltero/a","Aymara",267.040954589844
"4586","Concubino/a","Castellano",267.040954589844
"4587","Concubino/a","Castellano",267.040954589844
"4589","Concubino/a","Castellano",267.040954589844
"4590","Concubino/a","Castellano",267.040954589844
"4591","Concubino/a","Castellano",267.040954589844
"4592","Concubino/a","Castellano",267.040954589844
"4593","Viudo/a","Castellano",267.040954589844
"4594","Separado/a","Castellano",267.040954589844
"4595","Casado/a","Castellano",267.040954589844
"4596","Casado/a","Castellano",267.040954589844
"4597","Soltero/a","Castellano",267.040954589844
"4598","Soltero/a","Castellano",267.040954589844
"4599","Casado/a","Castellano",267.040954589844
"4600","Casado/a","Castellano",267.040954589844
"4601","Soltero/a","Castellano",267.040954589844
"4602","Soltero/a","Castellano",267.040954589844
"4603","Concubino/a","Castellano",267.040954589844
"4604","Concubino/a","Castellano",267.040954589844
"4605","Casado/a","Castellano",267.040954589844
"4606","Casado/a","Castellano",267.040954589844
"4607","Soltero/a","Castellano",267.040954589844
"4608","Casado/a","Castellano",267.040954589844
"4609","Casado/a","Castellano",267.040954589844
"4610","Viudo/a","Castellano",267.040954589844
"4611","Soltero/a","Castellano",267.040954589844
"4612","Casado/a","Castellano",267.040954589844
"4613","Casado/a","Castellano",267.040954589844
"4614","Soltero/a","Castellano",267.040954589844
"4616","Divorciado/a","Castellano",267.040954589844
"4617","Soltero/a","Castellano",267.040954589844
"4618","Casado/a","Castellano",267.040954589844
"4619","Casado/a","Castellano",267.040954589844
"4622","Divorciado/a","Aymara",267.040954589844
"4623","Soltero/a","Castellano",267.040954589844
"4624","Separado/a","Castellano",267.040954589844
"4625","Soltero/a","Castellano",267.040954589844
"4626","Soltero/a","Castellano",267.040954589844
"4627","Concubino/a","Castellano",267.040954589844
"4628","Concubino/a","Castellano",267.040954589844
"4629","Divorciado/a","Castellano",267.040954589844
"4630","Soltero/a","Castellano",267.040954589844
"4631","Soltero/a","Castellano",267.040954589844
"4632","Casado/a","Castellano",267.040954589844
"4633","Casado/a","Castellano",267.040954589844
"4634","Soltero/a","Castellano",267.040954589844
"4635","Soltero/a","Castellano",267.040954589844
"4636","Soltero/a","Castellano",267.040954589844
"4637","Soltero/a","Castellano",267.040954589844
"4638","Soltero/a","Castellano",267.040954589844
"4639","Divorciado/a","Castellano",267.040954589844
"4640","Casado/a","Castellano",267.040954589844
"4641","Casado/a","Castellano",267.040954589844
"4642","Soltero/a","Castellano",267.040954589844
"4643","Soltero/a","Castellano",267.040954589844
"4644","Soltero/a","Castellano",267.040954589844
"4645","Soltero/a","Castellano",267.040954589844
"4646","Casado/a","Castellano",267.040954589844
"4647","Casado/a","Castellano",267.040954589844
"4648","Soltero/a","Castellano",267.040954589844
"4649","Soltero/a","Castellano",267.040954589844
"4650","Casado/a","Castellano",267.040954589844
"4651","Casado/a","Castellano",267.040954589844
"4652","Soltero/a","Castellano",267.040954589844
"4653","Separado/a","Castellano",267.040954589844
"4654","Casado/a","Castellano",267.040954589844
"4655","Casado/a","Castellano",267.040954589844
"4656","Soltero/a","Castellano",267.040954589844
"4657","Soltero/a","Castellano",267.040954589844
"4658","Soltero/a","Castellano",267.040954589844
"4659","Separado/a","Quechua",267.040954589844
"4660","Viudo/a","Castellano",267.040954589844
"4661","Soltero/a","Castellano",267.040954589844
"4662","Casado/a","Castellano",267.040954589844
"4663","Casado/a","Castellano",267.040954589844
"4664","Soltero/a","Castellano",267.040954589844
"4665","Separado/a","Castellano",267.040954589844
"4666","Soltero/a","Castellano",267.040954589844
"4667","Divorciado/a","Castellano",267.040954589844
"4668","Casado/a","Castellano",267.040954589844
"4669","Casado/a","Castellano",267.040954589844
"4670","Casado/a","Aymara",267.040954589844
"4671","Casado/a","Castellano",267.040954589844
"4672","Casado/a","Aymara",267.040954589844
"4673","Casado/a","Castellano",267.040954589844
"4674","Casado/a","Castellano",267.040954589844
"4676","Soltero/a","Castellano",267.040954589844
"4677","Casado/a","Castellano",267.040954589844
"4678","Casado/a","Castellano",267.040954589844
"4681","Soltero/a","Castellano",267.040954589844
"4682","Soltero/a","Castellano",267.040954589844
"4683","Soltero/a","Castellano",267.040954589844
"4684","Divorciado/a","Castellano",267.040954589844
"4685","Soltero/a","Castellano",267.040954589844
"4686","Soltero/a","Castellano",267.040954589844
"4687","Viudo/a","Castellano",267.040954589844
"4688","Separado/a","Castellano",267.040954589844
"4689","Soltero/a","Castellano",267.040954589844
"4690","Soltero/a","Castellano",267.040954589844
"4691","Soltero/a","Castellano",267.040954589844
"4692","Casado/a","Castellano",267.040954589844
"4693","Casado/a","Castellano",267.040954589844
"4698","Divorciado/a","Castellano",267.040954589844
"4699","Soltero/a","Castellano",267.040954589844
"4700","Soltero/a","Castellano",267.040954589844
"4701","Casado/a","Castellano",267.040954589844
"4702","Soltero/a","Castellano",267.040954589844
"4703","Soltero/a","Castellano",267.040954589844
"4704","Viudo/a","Castellano",267.040954589844
"4705","Viudo/a","Castellano",267.040954589844
"4706","Separado/a","Castellano",267.040954589844
"4707","Soltero/a","Castellano",267.040954589844
"4709","Casado/a","Castellano",267.040954589844
"4710","Casado/a","Castellano",267.040954589844
"4711","Soltero/a","Castellano",267.040954589844
"4712","Soltero/a","Castellano",267.040954589844
"4713","Casado/a","Castellano",267.040954589844
"4714","Casado/a","Castellano",267.040954589844
"4717","Casado/a","Castellano",267.040954589844
"4718","Casado/a","Castellano",267.040954589844
"4719","Soltero/a","Castellano",267.040954589844
"4720","Casado/a","Castellano",267.040954589844
"4721","Casado/a","Castellano",267.040954589844
"4722","Soltero/a","Castellano",267.040954589844
"4723","Soltero/a","Castellano",267.040954589844
"4724","Casado/a","Castellano",267.040954589844
"4725","Casado/a","Castellano",267.040954589844
"4726","Soltero/a","Castellano",267.040954589844
"4727","Soltero/a","Castellano",267.040954589844
"4729","Concubino/a","Castellano",267.040954589844
"4730","Concubino/a","Castellano",267.040954589844
"4733","Casado/a","Castellano",267.040954589844
"4734","Casado/a","Castellano",267.040954589844
"4735","Separado/a","Castellano",267.040954589844
"4736","Separado/a","Castellano",267.040954589844
"4737","Separado/a","Castellano",267.040954589844
"4738","Soltero/a","Castellano",267.040954589844
"4739","Soltero/a","Aymara",267.040954589844
"4740","Casado/a","Aymara",267.040954589844
"4741","Casado/a","Castellano",267.040954589844
"4742","Soltero/a","Castellano",267.040954589844
"4743","Casado/a","Castellano",267.040954589844
"4744","Casado/a","Castellano",267.040954589844
"4745","Soltero/a","Castellano",267.040954589844
"4749","Casado/a","Castellano",267.040954589844
"4750","Casado/a","Castellano",267.040954589844
"4751","Soltero/a","Castellano",267.040954589844
"4752","Casado/a","Castellano",267.040954589844
"4753","Casado/a","Castellano",267.040954589844
"4756","Casado/a","Castellano",267.040954589844
"4757","Casado/a","Castellano",267.040954589844
"4759","Concubino/a","Castellano",267.040954589844
"4760","Concubino/a","Castellano",267.040954589844
"4761","Soltero/a","Castellano",267.040954589844
"4764","Soltero/a","Castellano",267.040954589844
"4765","Soltero/a","Castellano",267.040954589844
"4766","Casado/a","Castellano",267.040954589844
"4767","Casado/a","Castellano",267.040954589844
"4768","Soltero/a","Castellano",267.040954589844
"4769","Soltero/a","Castellano",267.040954589844
"4770","Soltero/a","Castellano",267.040954589844
"4771","Casado/a","Castellano",267.040954589844
"4772","Casado/a","Castellano",267.040954589844
"4773","Casado/a","Castellano",267.040954589844
"4776","Casado/a","Castellano",267.040954589844
"4777","Casado/a","Castellano",267.040954589844
"4780","Casado/a","Castellano",291.317413330078
"4781","Casado/a","Castellano",291.317413330078
"4782","Soltero/a","Castellano",291.317413330078
"4783","Viudo/a","Castellano",291.317413330078
"4784","Soltero/a","Castellano",291.317413330078
"4785","Soltero/a","Castellano",291.317413330078
"4786","Soltero/a","Castellano",291.317413330078
"4787","Soltero/a","Castellano",291.317413330078
"4788","Viudo/a","Castellano",291.317413330078
"4789","Viudo/a","Castellano",291.317413330078
"4790","Casado/a","Castellano",291.317413330078
"4791","Casado/a","Castellano",291.317413330078
"4792","Soltero/a","Castellano",291.317413330078
"4793","Soltero/a","Castellano",291.317413330078
"4794","Separado/a","Castellano",291.317413330078
"4795","Soltero/a","Castellano",291.317413330078
"4796","Soltero/a","Castellano",291.317413330078
"4797","Casado/a","Castellano",291.317413330078
"4798","Casado/a","Castellano",291.317413330078
"4800","Viudo/a","Castellano",291.317413330078
"4801","Soltero/a","Castellano",291.317413330078
"4802","Soltero/a","Castellano",291.317413330078
"4803","Casado/a","Castellano",291.317413330078
"4804","Casado/a","Castellano",291.317413330078
"4805","Soltero/a","Castellano",291.317413330078
"4806","Casado/a","Castellano",291.317413330078
"4807","Casado/a","Castellano",291.317413330078
"4809","Casado/a","Castellano",291.317413330078
"4810","Casado/a","Castellano",291.317413330078
"4811","Soltero/a","Castellano",291.317413330078
"4813","Soltero/a","Castellano",291.317413330078
"4814","Casado/a","Castellano",291.317413330078
"4815","Casado/a","Castellano",291.317413330078
"4817","Casado/a","Castellano",291.317413330078
"4818","Casado/a","Castellano",291.317413330078
"4819","Soltero/a","Castellano",291.317413330078
"4820","Viudo/a","Castellano",291.317413330078
"4821","Soltero/a","Castellano",291.317413330078
"4823","Soltero/a","Castellano",291.317413330078
"4824","Casado/a","Extranjero",291.317413330078
"4825","Soltero/a","Castellano",291.317413330078
"4826","Separado/a","Aymara",291.317413330078
"4827","Soltero/a","Castellano",291.317413330078
"4828","Soltero/a","Castellano",291.317413330078
"4829","Casado/a","Castellano",291.317413330078
"4830","Casado/a","Castellano",291.317413330078
"4831","Soltero/a","Castellano",291.317413330078
"4832","Casado/a","Castellano",291.317413330078
"4833","Casado/a","Castellano",291.317413330078
"4834","Soltero/a","Castellano",291.317413330078
"4836","Casado/a","Castellano",291.317413330078
"4837","Casado/a","Castellano",291.317413330078
"4838","Soltero/a","Castellano",291.317413330078
"4839","Casado/a","Castellano",291.317413330078
"4840","Casado/a","Castellano",291.317413330078
"4841","Soltero/a","Castellano",291.317413330078
"4842","Soltero/a","Castellano",291.317413330078
"4843","Casado/a","Castellano",291.317413330078
"4844","Casado/a","Castellano",291.317413330078
"4845","Viudo/a","Aymara",291.317413330078
"4846","Soltero/a","Castellano",291.317413330078
"4848","Viudo/a","Aymara",267.040954589844
"4849","Soltero/a","Castellano",267.040954589844
"4851","Casado/a","Castellano",267.040954589844
"4852","Casado/a","Castellano",267.040954589844
"4853","Concubino/a","Castellano",267.040954589844
"4854","Concubino/a","Castellano",267.040954589844
"4855","Soltero/a","Castellano",267.040954589844
"4856","Viudo/a","Castellano",267.040954589844
"4857","Soltero/a","Castellano",267.040954589844
"4858","Soltero/a","Castellano",267.040954589844
"4859","Soltero/a","Castellano",267.040954589844
"4860","Separado/a","Castellano",267.040954589844
"4861","Soltero/a","Castellano",267.040954589844
"4862","Soltero/a","Castellano",267.040954589844
"4863","Viudo/a","Castellano",267.040954589844
"4864","Soltero/a","Castellano",267.040954589844
"4865","Soltero/a","Castellano",267.040954589844
"4866","Casado/a","Castellano",267.040954589844
"4867","Casado/a","Castellano",267.040954589844
"4868","Soltero/a","Castellano",267.040954589844
"4869","Soltero/a","Castellano",267.040954589844
"4871","Casado/a","Castellano",267.040954589844
"4872","Casado/a","Castellano",267.040954589844
"4873","Soltero/a","Castellano",267.040954589844
"4874","Separado/a","Castellano",267.040954589844
"4877","Concubino/a","Castellano",267.040954589844
"4878","Concubino/a","Castellano",267.040954589844
"4880","Viudo/a","Castellano",267.040954589844
"4881","Casado/a","Castellano",267.040954589844
"4882","Casado/a","Castellano",267.040954589844
"4883","Soltero/a","Castellano",267.040954589844
"4884","Soltero/a","Castellano",267.040954589844
"4885","Casado/a","Castellano",267.040954589844
"4886","Casado/a","Castellano",267.040954589844
"4887","Soltero/a","Castellano",267.040954589844
"4888","Soltero/a","Castellano",267.040954589844
"4889","Casado/a","Castellano",267.040954589844
"4890","Casado/a","Castellano",267.040954589844
"4891","Soltero/a","Castellano",267.040954589844
"4892","Soltero/a","Castellano",267.040954589844
"4893","Viudo/a","Castellano",267.040954589844
"4894","Soltero/a","Castellano",267.040954589844
"4895","Soltero/a","Castellano",267.040954589844
"4897","Soltero/a","Castellano",267.040954589844
"4898","Soltero/a","Castellano",267.040954589844
"4899","Soltero/a","Castellano",267.040954589844
"4900","Soltero/a","Castellano",267.040954589844
"4901","Viudo/a","Quechua",267.040954589844
"4902","Soltero/a","Castellano",267.040954589844
"4903","Casado/a","Castellano",267.040954589844
"4904","Casado/a","Castellano",267.040954589844
"4905","Casado/a","Castellano",267.040954589844
"4906","Casado/a","Castellano",267.040954589844
"4907","Soltero/a","Castellano",267.040954589844
"4908","Soltero/a","Castellano",267.040954589844
"4909","Viudo/a","Castellano",267.040954589844
"4910","Concubino/a","Castellano",267.040954589844
"4911","Concubino/a","Castellano",267.040954589844
"4913","Viudo/a","Castellano",267.040954589844
"4914","Soltero/a","Castellano",267.040954589844
"4915","Soltero/a","Castellano",267.040954589844
"4916","Separado/a","Castellano",267.040954589844
"4917","Soltero/a","Castellano",267.040954589844
"4918","Soltero/a","Castellano",267.040954589844
"4919","Viudo/a","Quechua",267.040954589844
"4920","Soltero/a","Castellano",267.040954589844
"4921","Soltero/a","Castellano",267.040954589844
"4922","Soltero/a","Castellano",267.040954589844
"4923","Soltero/a","Castellano",267.040954589844
"4924","Soltero/a","Castellano",267.040954589844
"4925","Casado/a","Castellano",267.040954589844
"4926","Casado/a","Castellano",267.040954589844
"4927","Soltero/a","Castellano",267.040954589844
"4928","Soltero/a","Castellano",267.040954589844
"4929","Viudo/a","Castellano",267.040954589844
"4930","Soltero/a","Castellano",267.040954589844
"4931","Soltero/a","Castellano",267.040954589844
"4932","Soltero/a","Castellano",267.040954589844
"4933","Separado/a","Castellano",267.040954589844
"4934","Soltero/a","Castellano",267.040954589844
"4935","Soltero/a","Castellano",267.040954589844
"4936","Soltero/a","Castellano",267.040954589844
"4938","Soltero/a","Castellano",267.040954589844
"4941","Separado/a","Castellano",267.040954589844
"4942","Separado/a","Castellano",267.040954589844
"4944","Divorciado/a","Castellano",267.040954589844
"4945","Soltero/a","Castellano",267.040954589844
"4946","Soltero/a","Castellano",267.040954589844
"4947","Casado/a","Castellano",267.040954589844
"4948","Casado/a","Castellano",267.040954589844
"4949","Casado/a","Castellano",267.040954589844
"4950","Casado/a","Castellano",267.040954589844
"4954","Casado/a","Aymara",267.040954589844
"4955","Casado/a","Castellano",267.040954589844
"4956","Soltero/a","Castellano",267.040954589844
"4957","Soltero/a","Extranjero",267.040954589844
"4960","Concubino/a","Castellano",267.040954589844
"4961","Concubino/a","Castellano",267.040954589844
"4963","Soltero/a","Quechua",267.040954589844
"4964","Soltero/a","Castellano",267.040954589844
"4965","Concubino/a","Castellano",267.040954589844
"4966","Concubino/a","Castellano",267.040954589844
"4969","Concubino/a","Castellano",267.040954589844
"4970","Concubino/a","Castellano",267.040954589844
"4972","Separado/a","Castellano",267.040954589844
"4973","Casado/a","Castellano",267.040954589844
"4974","Casado/a","Castellano",267.040954589844
"4975","Separado/a","Castellano",267.040954589844
"4976","Soltero/a","Castellano",267.040954589844
"4977","Separado/a","Castellano",267.040954589844
"4978","Divorciado/a","Castellano",267.040954589844
"4979","Casado/a","Castellano",267.040954589844
"4980","Casado/a","Castellano",267.040954589844
"4981","Soltero/a","Castellano",267.040954589844
"4983","Viudo/a","Castellano",267.040954589844
"4984","Soltero/a","Castellano",267.040954589844
"4985","Casado/a","Castellano",267.040954589844
"4986","Casado/a","Castellano",267.040954589844
"4987","Casado/a","Castellano",267.040954589844
"4990","Casado/a","Castellano",267.040954589844
"4991","Casado/a","Castellano",267.040954589844
"4992","Soltero/a","Castellano",267.040954589844
"4993","Casado/a","Castellano",267.040954589844
"4994","Casado/a","Castellano",267.040954589844
"4995","Soltero/a","Castellano",267.040954589844
"4998","Soltero/a","Castellano",267.040954589844
"4999","Divorciado/a","Castellano",267.040954589844
"5000","Soltero/a","Castellano",267.040954589844
"5002","Viudo/a","Castellano",267.040954589844
"5003","Separado/a","Castellano",267.040954589844
"5004","Soltero/a","Castellano",267.040954589844
"5005","Soltero/a","Castellano",267.040954589844
"5006","Casado/a","Castellano",267.040954589844
"5007","Casado/a","Castellano",267.040954589844
"5008","Viudo/a","Castellano",267.040954589844
"5009","Soltero/a","Castellano",267.040954589844
"5011","Casado/a","Castellano",267.040954589844
"5012","Casado/a","Castellano",267.040954589844
"5013","Soltero/a","Castellano",267.040954589844
"5014","Casado/a","Castellano",267.040954589844
"5015","Casado/a","Castellano",267.040954589844
"5016","Soltero/a","Castellano",267.040954589844
"5017","Soltero/a","Castellano",267.040954589844
"5018","Soltero/a","Castellano",267.040954589844
"5019","Concubino/a","Castellano",267.040954589844
"5020","Concubino/a","Castellano",267.040954589844
"5023","Separado/a","Castellano",267.040954589844
"5024","Soltero/a","Castellano",267.040954589844
"5025","Soltero/a","Castellano",267.040954589844
"5026","Viudo/a","Castellano",267.040954589844
"5027","Separado/a","Castellano",267.040954589844
"5028","Separado/a","Castellano",267.040954589844
"5029","Soltero/a","Castellano",267.040954589844
"5030","Soltero/a","Castellano",267.040954589844
"5031","Casado/a","Castellano",267.040954589844
"5032","Soltero/a","Castellano",267.040954589844
"5034","Soltero/a","Castellano",267.040954589844
"5035","Soltero/a","Castellano",267.040954589844
"5036","Soltero/a","Castellano",267.040954589844
"5037","Soltero/a","Castellano",267.040954589844
"5038","Casado/a","Castellano",267.040954589844
"5039","Casado/a","Castellano",267.040954589844
"5040","Viudo/a","Castellano",267.040954589844
"5041","Viudo/a","Quechua",267.040954589844
"5042","Casado/a","Castellano",267.040954589844
"5043","Casado/a","Castellano",267.040954589844
"5045","Soltero/a","Castellano",267.040954589844
"5046","Soltero/a","Castellano",267.040954589844
"5047","Casado/a","Castellano",267.040954589844
"5048","Casado/a","Castellano",267.040954589844
"5051","Soltero/a","Castellano",267.040954589844
"5052","Soltero/a","Castellano",267.040954589844
"5053","Soltero/a","Castellano",267.040954589844
"5054","Soltero/a","Castellano",267.040954589844
"5055","Soltero/a","Castellano",267.040954589844
"5056","Divorciado/a","Castellano",267.040954589844
"5057","Soltero/a","Castellano",267.040954589844
"5058","Viudo/a","Castellano",267.040954589844
